Player,Nation,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Gls,Ast,PK,PKatt,xG_Expected,npxG_Expected,xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Lost_Challenges,Sh_Blocks,Pass_Blocks,Int,Clr,Err,Cmp_Total,Att_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_Medium,Att_Medium,Cmp_Long,Att_Long,xA,KP,Final_Third,PPA,CrsPA,Sh_Standard,SoT_Standard,Dist_Standard,FK_Standard,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Sw_Pass,Crs_Pass,TI_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes,SCA_SCA,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take,Succ_Take,Tkld_Take,Carries_Carries,TotDist_Carries,PrgDist_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Pos,Squad
Calvin Bassey,NGA,22.0,2001.0,25.0,20,1807,1,3,0,0,0.7,0.7,2.8,41,113,76,20.1,40,25,21,16,3,15,22,7,6,18,23,42,1,1364,1559,24097,8072,576,618,654,718,110,160,3.9,11,114,12,7,7,2,10.6,0,1559,1465,89,33,1,6,33,49,0,0,0,0,1364,5,16,36,29,1,3,0,3,0,8,7,0,1,0,0,0,1753,104,605,895,267,27,1753,13,9,2,1147,6122,3317,30,2,23,6,1232,14,25,0,33,0,0,0,156,36,22,DF,Ajax
Calvin Mac-Intosch,SUR,32.0,1991.0,0.0,6,681,0,0,0,0,0.4,0.4,0.6,2,27,1,7.6,17,12,15,1,1,10,13,3,5,2,10,22,0,326,392,6699,2149,102,111,179,198,43,78,0.9,1,17,2,0,4,1,17.9,0,392,375,17,11,0,4,0,6,0,0,0,0,326,0,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,475,50,235,234,14,5,475,5,3,1,266,1365,796,2,0,4,2,286,4,2,0,0,0,0,1,47,9,14,DF,Cambuur
Calvin Twigt,NED,19.0,2004.0,16.0,16,1297,1,2,0,0,0.9,0.9,0.7,7,51,22,14.4,35,22,16,15,4,17,47,30,7,21,25,24,1,369,474,5752,1840,197,233,116,143,36,56,1.1,10,41,6,2,6,1,18.4,0,474,468,5,1,3,5,9,1,0,0,0,0,369,1,14,27,21,0,0,0,2,4,4,2,0,0,0,1,1,645,47,218,335,99,10,645,17,8,8,313,1321,553,10,1,19,12,346,15,17,1,9,0,0,0,133,14,14,MF,Volendam
Calvin Verdonk,NED,25.0,1998.0,17.0,10,960,0,2,0,0,0.5,0.5,0.9,8,57,17,10.7,23,12,15,8,0,8,12,4,8,16,14,34,0,600,722,10889,4676,239,259,277,318,68,109,0.8,8,43,10,2,4,1,17.3,0,722,659,62,14,0,7,9,45,0,0,0,0,600,1,10,24,21,1,1,0,1,0,5,4,1,0,0,0,0,832,80,372,383,88,11,832,7,6,1,481,2471,1315,10,0,7,9,518,9,4,1,9,0,0,0,87,13,13,DF,NEC Nijmegen
Can Bozdogan,GER,21.0,2002.0,24.0,15,1560,1,5,0,0,2.2,2.2,3.5,30,58,40,17.3,43,28,13,24,6,12,29,17,0,19,15,22,0,659,835,11325,2728,291,333,272,313,66,134,3.4,20,57,7,0,34,16,23.4,2,835,741,93,32,4,6,70,4,57,42,8,0,659,1,17,43,25,11,3,3,1,0,8,3,4,0,1,0,0,1075,33,198,587,304,25,1075,64,30,23,544,2936,1364,29,3,43,23,667,25,26,0,70,0,0,0,114,9,5,MF,Utrecht
Carel Eiting,NED,24.0,1999.0,34.0,34,3033,3,10,0,0,1.8,1.8,9.9,33,130,75,33.7,67,39,29,32,6,26,58,32,7,36,31,38,0,819,1241,13435,5296,415,519,262,370,97,249,9.0,87,88,32,4,27,8,18.9,1,1241,994,240,88,12,4,155,6,117,47,45,2,819,7,26,134,73,52,5,1,1,2,14,3,10,1,0,0,0,1559,84,302,723,550,44,1559,34,14,16,592,2837,1402,42,8,38,25,682,27,21,2,155,0,0,0,226,24,27,MF,Volendam
Carlens Arcus,HAI,26.0,1997.0,30.0,28,2518,1,3,0,0,1.0,1.0,2.5,55,126,148,28.0,57,37,28,18,11,32,54,22,8,17,72,71,1,1253,1578,20755,7500,675,757,443,536,114,198,2.6,34,106,30,22,21,5,22.7,0,1578,1320,256,18,1,15,96,238,0,0,0,0,1253,2,39,76,62,5,0,5,3,1,3,3,0,0,0,0,0,1907,99,531,870,525,37,1907,44,15,23,861,4400,2085,37,9,32,15,1010,31,10,2,96,0,0,0,184,43,23,DF,Vitesse
Carlos Vinícius,BRA,27.0,1996.0,0.0,0,45,0,0,0,0,0.7,0.7,0.5,1,3,3,0.5,1,1,0,1,0,0,0,0,0,0,0,0,0,9,12,135,59,3,5,5,5,0,0,0.5,2,0,2,0,1,0,4.1,0,12,11,1,0,1,0,0,0,0,0,0,0,9,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,7,10,2,18,0,0,0,8,82,27,2,0,1,2,14,0,1,0,0,0,0,0,2,0,2,FW,PSV Eindhoven
Casper Staring,NED,21.0,2002.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,3,0,0,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,MF,Twente
Charles-Andréas Brym,CAN,23.0,2000.0,2.0,0,11,0,0,0,0,0.0,0.0,0.0,1,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,32,2,0,1,2,3,0,0,0.0,0,0,0,0,0,0,0.0,0,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,3,4,0,8,1,0,1,8,34,12,1,0,1,3,7,1,1,0,1,0,0,0,3,0,0,"FW,DF",Sparta Rotterdam
Chris Lokesa,BEL,17.0,2006.0,1.0,0,11,0,0,0,0,0.0,0.0,0.0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,119,7,3,3,4,5,0,0,0.0,0,0,0,0,0,0,0.0,0,8,7,1,1,0,0,1,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,2,0,8,0,0,0,6,24,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,MF,RKC Waalwijk
Christian Rasmussen,DEN,19.0,2004.0,2.0,0,2,0,0,0,0,0.0,0.0,0.2,0,0,1,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,4,29,1,1,1,1,1,0,1,0.0,1,0,0,0,1,0,19.3,0,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,4,7,3,11,1,1,0,6,31,1,0,0,1,0,4,0,0,0,1,0,0,0,1,0,0,FW,Ajax
Christos Tzolis,GRE,20.0,2003.0,0.0,5,422,1,0,0,0,0.6,0.6,0.0,15,14,57,4.7,4,2,2,2,0,3,12,9,1,5,1,1,0,111,162,1839,460,59,70,40,64,11,20,0.3,2,7,5,1,11,4,20.2,0,162,156,6,0,1,4,11,5,1,1,0,0,111,0,4,15,7,0,1,2,5,0,3,1,0,0,1,1,0,215,3,23,86,109,22,215,12,5,5,145,890,366,4,7,13,10,172,6,11,0,11,0,0,0,28,5,13,FW,Twente
Ché Nunnely,NED,23.0,2000.0,0.0,7,540,1,0,0,0,1.3,1.3,0.8,31,18,41,6.0,7,4,4,2,1,4,7,3,0,6,3,0,0,140,176,1911,398,85,93,45,58,3,9,0.6,10,12,5,2,11,3,13.2,0,176,174,2,0,1,1,18,1,0,0,0,0,140,0,8,19,15,0,1,2,1,0,1,0,0,0,1,0,0,250,3,27,97,130,25,250,24,12,9,166,1391,661,16,7,12,9,179,10,7,2,18,0,0,0,29,5,11,"FW,MF",Heerenveen
Cody Gakpo,NED,23.0,2000.0,0.0,14,1122,9,12,2,2,6.3,4.7,6.8,53,50,147,12.5,13,10,3,7,3,5,12,7,1,6,8,3,0,341,510,5767,2278,168,207,104,147,51,116,7.2,59,26,31,16,49,24,16.1,2,510,391,118,19,5,0,134,13,84,35,44,1,341,1,6,101,39,34,9,11,8,0,17,10,4,2,1,0,0,702,9,41,209,462,79,700,62,26,25,413,2753,1335,31,30,39,18,476,9,29,13,134,0,0,0,48,15,17,FW,PSV Eindhoven
Cole Bassett,USA,21.0,2002.0,10.0,2,205,0,0,0,0,0.6000000000000001,0.6000000000000001,0.2,3,13,8,2.3000000000000003,3,2,1,2,0,1,1,0,0,1,1,4,0,79,104,1361,321,37,48,33,39,7,13,0.3,1,5,1,0,5,1,27.6,0,104,92,12,3,0,2,7,3,4,0,3,0,79,0,2,7,5,1,0,1,0,0,0,0,0,0,0,0,0,132,3,14,69,50,11,132,4,1,2,77,353,193,3,0,5,5,79,0,1,0,7,0,0,0,12,6,2,"MF,FW",Feyenoord + Fortuna Sittard
Couhaib Driouech,MAR,20.0,2003.0,33.0,27,2342,3,3,0,0,5.6,5.6,2.5,86,59,173,26.0,49,33,25,19,5,26,63,37,2,29,17,33,0,502,715,7999,2028,269,332,172,227,44,98,3.3,25,32,27,9,50,20,18.0,0,715,677,37,1,2,7,61,27,4,2,1,0,502,1,19,52,40,0,3,8,1,0,6,5,0,0,1,0,0,1063,46,215,406,459,80,1063,74,33,37,593,4430,2131,55,35,62,41,599,34,10,11,61,0,0,0,160,9,36,"FW,MF",Excelsior
Cyril Ngonge,BEL,22.0,2001.0,12.0,8,655,3,2,0,0,2.3,2.3,2.0,23,25,53,7.3,10,7,8,2,0,5,8,3,3,6,8,7,0,99,184,1847,614,38,57,40,67,16,37,1.7,10,18,5,1,30,7,20.4,2,184,173,11,0,0,6,22,4,6,4,1,0,99,0,8,25,16,1,1,3,3,1,4,2,0,1,1,0,0,297,8,47,114,142,29,297,29,19,10,172,1272,670,11,10,20,14,196,9,10,1,22,0,0,0,27,19,13,FW,Groningen
Daan Huisman,NED,20.0,2003.0,2.0,0,40,0,0,0,0,0.0,0.0,0.0,0,1,1,0.4,1,1,0,1,0,1,2,1,0,0,0,1,0,9,11,128,45,4,5,3,4,1,1,0.0,0,0,0,0,0,0,0.0,0,11,11,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,5,6,4,0,15,1,0,1,10,41,8,0,0,0,0,13,0,2,0,0,0,0,0,1,0,1,MF,Vitesse
Daan Rots,NED,21.0,2002.0,0.0,5,675,0,0,0,0,1.1,1.1,0.7,15,29,67,7.5,22,13,10,9,3,12,24,12,1,3,5,6,0,231,311,3394,1010,136,166,61,80,20,39,1.0,9,9,11,3,12,1,15.7,0,311,297,14,0,2,3,23,6,2,1,1,0,231,0,6,22,18,1,1,0,2,0,1,1,0,0,0,0,0,422,4,46,167,214,34,422,26,9,12,227,1234,535,14,5,12,11,288,9,8,1,23,0,0,0,28,12,20,"FW,MF",Twente
Daishawn Redan,NED,21.0,2002.0,14.0,10,732,1,0,0,0,3.3,3.3,0.9,18,12,49,8.1,9,4,1,7,1,5,7,2,1,4,0,3,0,116,162,1581,292,69,87,42,56,2,5,0.8,8,9,4,0,16,8,13.2,0,162,154,8,1,0,1,5,3,0,0,0,0,116,0,5,17,14,0,0,2,1,0,0,0,0,0,0,0,0,244,2,20,107,121,35,244,8,2,6,133,818,455,9,9,26,10,168,10,12,6,5,0,0,0,25,8,10,FW,Utrecht
Daleho Irandust,SWE,24.0,1999.0,17.0,9,747,0,4,0,0,1.2,1.2,1.2,22,24,46,8.3,19,11,8,8,3,9,16,7,1,7,4,2,0,176,255,2881,786,84,102,63,82,15,32,1.2,12,10,11,0,12,3,21.1,1,255,232,22,1,2,4,18,8,10,6,3,0,176,1,13,26,17,0,2,2,3,2,4,4,0,0,0,0,0,366,12,59,147,165,39,366,35,21,14,231,1709,731,18,14,25,19,241,7,11,0,18,0,0,0,54,4,13,"FW,MF",Groningen
Daley Blind,NED,32.0,1991.0,13.0,11,943,0,2,0,0,0.5,0.5,1.3,33,185,46,10.5,18,12,7,10,1,9,13,4,2,7,12,18,0,989,1133,18398,7990,424,458,434,474,118,172,2.6,17,173,33,3,9,0,18.9,0,1133,1069,58,15,1,10,21,41,0,0,0,0,989,6,7,40,36,1,0,1,1,1,8,6,0,0,0,1,1,1212,53,283,683,253,26,1212,8,4,2,818,4025,2541,28,1,7,7,929,5,6,0,21,0,0,0,72,15,10,DF,Ajax
Damil Dankerlui,SUR,25.0,1998.0,18.0,6,784,0,1,0,0,0.4,0.4,1.0,21,36,34,8.7,24,15,15,9,0,13,21,8,3,11,10,18,0,276,404,4530,1887,141,167,94,134,30,71,1.1,8,25,7,4,3,1,16.4,0,404,345,58,5,1,4,32,52,0,0,0,0,276,1,16,13,13,0,0,0,0,0,1,1,0,0,0,0,0,523,30,167,223,137,11,523,17,6,9,254,1363,680,14,2,21,15,264,11,1,2,32,0,0,0,59,13,8,DF,Groningen
Damon Mirani,NED,26.0,1997.0,31.0,29,2607,3,1,0,0,2.6,2.6,0.8,17,133,13,29.0,53,31,35,16,2,28,56,28,22,14,36,134,0,1031,1285,19397,7241,374,439,523,602,113,197,0.6,13,112,4,0,16,6,9.7,0,1285,1241,42,36,0,12,1,6,0,0,0,0,1031,2,9,43,38,0,0,3,2,0,5,4,0,0,1,0,0,1618,219,701,805,117,28,1618,1,0,0,730,3741,2053,7,0,11,10,888,20,14,1,1,0,0,2,141,77,78,"DF,MF",Volendam
Dani de Wit,NED,24.0,1999.0,0.0,15,1187,5,0,0,0,3.0,3.0,1.8,4,33,41,13.2,27,19,6,9,12,7,15,8,2,17,11,13,0,301,416,3722,849,192,232,72,112,10,19,2.3,15,17,7,0,22,13,11.9,0,416,404,9,1,3,0,2,3,0,0,0,0,301,3,8,22,20,0,0,0,2,0,1,1,0,0,0,0,0,554,19,93,235,228,54,554,5,3,2,238,712,199,9,0,16,9,361,28,17,3,2,0,0,0,46,41,36,MF,AZ Alkmaar
Daniel Karlsbakk,NOR,19.0,2004.0,0.0,1,176,0,0,0,0,0.2,0.2,0.0,3,2,16,2.0,1,0,1,0,0,0,3,3,1,2,1,1,0,22,38,263,53,15,19,5,11,0,0,0.0,1,3,1,0,1,0,10.8,0,38,34,4,0,0,0,0,0,0,0,0,0,22,0,2,5,2,0,1,1,1,0,0,0,0,0,0,0,0,67,1,6,26,36,8,67,8,2,5,39,175,101,1,1,7,5,49,8,4,1,0,0,0,0,6,5,10,"FW,MF",Heerenveen
Danilo,BRA,23.0,2000.0,0.0,14,1336,10,3,1,1,10.2,9.4,1.5,8,22,83,14.8,8,2,1,4,3,2,10,8,1,19,8,8,0,271,361,3290,486,165,202,68,83,7,12,1.2,22,12,3,0,63,25,14.2,1,361,331,26,0,1,2,1,1,0,0,0,0,271,4,14,44,32,0,3,3,4,2,5,4,0,0,1,0,0,545,10,45,208,299,106,544,27,12,14,278,1001,371,3,5,37,21,364,9,5,6,1,0,0,0,68,22,34,FW,Feyenoord
Daniël van Kaam,NED,22.0,2001.0,0.0,26,2308,1,1,0,0,1.5,1.5,2.0,49,92,64,25.6,34,17,20,13,1,13,30,17,5,6,12,25,1,625,792,11035,3010,272,318,266,310,66,112,1.7,21,71,12,6,14,2,17.0,0,792,742,48,13,2,11,36,7,0,0,0,0,625,2,10,43,39,0,1,3,0,0,2,2,0,0,0,0,0,979,52,213,590,192,21,979,51,33,13,605,4057,1951,40,6,38,34,647,11,29,1,36,0,0,0,124,19,22,MF,Cambuur
Danny Hoesen,NED,31.0,1992.0,4.0,1,106,0,0,0,0,0.0,0.0,0.0,0,0,5,1.2,0,0,0,0,0,0,0,0,2,0,0,0,0,7,11,91,3,6,7,0,0,1,4,0.1,0,0,0,0,0,0,0.0,0,11,10,1,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,2,3,8,7,3,18,1,0,1,11,32,9,2,0,1,1,12,1,1,1,0,0,0,0,2,1,3,FW,Emmen
Dano Lourens,NED,18.0,2005.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MF,Sparta Rotterdam
Dario Van den Buijs,BEL,26.0,1997.0,26.0,24,1875,3,1,2,2,2.3,0.7,1.8,9,99,4,20.8,31,22,18,12,1,14,24,10,20,19,24,87,0,826,1090,17214,8176,251,298,432,498,132,256,1.4,16,66,6,1,16,5,25.5,4,1090,980,105,44,3,12,52,17,37,20,15,1,826,5,8,29,14,13,0,2,0,0,1,0,1,0,0,0,0,1324,178,687,493,151,11,1322,1,1,0,643,2779,1538,5,0,11,2,768,21,7,1,52,0,0,0,104,31,32,DF,RKC Waalwijk
Darius Johnson,ENG,22.0,2001.0,2.0,0,13,0,0,0,0,0.0,0.0,0.0,2,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,56,9,2,4,2,2,0,0,0.0,0,0,0,0,0,0,0.0,0,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,7,2,8,1,1,0,6,64,40,1,0,0,1,7,1,0,0,0,0,0,0,1,0,1,"FW,MF",Volendam
Daryl van Mieghem,NED,32.0,1991.0,30.0,22,1879,8,3,0,0,6.1,6.1,2.4,38,74,118,20.9,16,9,4,8,4,7,26,19,4,15,8,9,1,445,675,8107,2960,197,254,170,246,64,136,2.7,18,49,32,11,42,17,18.3,2,675,593,81,11,1,9,68,48,21,12,5,0,445,1,21,53,39,4,5,4,1,0,6,2,1,2,0,1,0,851,19,131,375,360,43,851,35,15,14,471,2819,1361,32,9,37,23,530,8,13,1,68,0,0,0,115,4,16,"FW,MF",Volendam
Darío Serra,ESP,19.0,2004.0,3.0,0,41,1,0,0,0,0.5,0.5,0.0,5,0,2,0.5,1,0,1,0,0,1,2,1,0,0,0,0,0,11,14,120,21,10,11,1,2,0,1,0.0,0,0,0,0,2,2,12.3,0,14,13,1,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,7,11,5,19,2,2,0,13,177,137,3,3,1,1,13,0,0,0,1,0,0,0,1,0,0,FW,Go Ahead Eagles
David Sambissa,GAB,26.0,1997.0,0.0,2,505,1,1,0,0,0.7,0.7,1.4,34,12,58,5.6,17,13,7,7,3,3,12,9,1,8,7,8,0,118,196,1884,548,61,76,39,59,12,39,1.1,15,3,9,8,8,4,14.8,0,196,167,27,3,0,1,41,11,13,8,2,1,118,2,4,27,22,2,0,0,3,0,2,2,0,0,0,0,0,306,13,57,96,156,21,306,33,6,24,173,1478,724,19,7,16,8,177,3,8,2,41,0,0,0,24,6,11,"FW,MF",Cambuur
Davy Klaassen,NED,29.0,1994.0,33.0,21,2046,8,3,0,0,7.2,7.2,4.2,8,71,66,22.7,33,20,12,15,6,11,28,17,9,15,8,18,0,727,879,10572,2710,404,464,247,278,37,54,4.5,22,67,18,2,38,16,12.2,0,879,851,20,7,2,2,5,7,0,0,0,0,727,8,17,64,55,0,0,6,2,1,9,7,0,0,1,1,0,1058,34,165,478,421,95,1058,10,5,5,501,1834,556,8,2,20,17,676,14,16,3,5,1,0,0,121,17,29,MF,Ajax
Davy Pröpper,NED,30.0,1993.0,2.0,1,94,0,0,0,0,0.0,0.0,0.4,0,4,1,1.0,3,2,1,1,1,2,3,1,1,2,5,3,0,40,50,809,390,16,21,12,15,9,10,0.4,4,2,0,0,0,0,0.0,0,50,44,6,2,1,0,5,0,4,2,2,0,40,0,0,5,2,3,0,0,0,0,1,1,0,0,0,0,0,67,4,14,35,18,2,67,2,0,2,27,109,35,1,0,0,2,31,2,1,0,5,0,0,0,6,3,0,MF,Vitesse
Dean James,NED,22.0,2001.0,7.0,4,431,0,0,0,0,0.1,0.1,0.1,10,10,17,4.8,10,3,7,1,2,8,14,6,1,9,11,20,0,117,160,1963,689,61,68,45,58,10,28,0.3,3,9,3,1,1,0,16.6,0,160,128,31,0,0,4,7,31,0,0,0,0,117,1,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,232,22,88,88,63,4,232,9,1,7,105,654,385,6,0,8,7,102,7,2,0,7,0,0,0,32,3,5,DF,Volendam
Denilho Cleonise,NED,20.0,2003.0,0.0,2,239,1,1,0,0,0.5,0.5,0.4,11,8,20,2.7,0,0,0,0,0,0,0,0,0,4,0,0,0,57,70,718,110,38,40,14,18,1,3,0.3,5,1,5,0,3,1,17.6,0,70,69,1,0,0,0,4,1,0,0,0,0,57,0,3,7,6,0,0,0,1,0,1,1,0,0,0,0,0,101,0,2,41,59,9,101,11,5,4,70,528,290,9,4,7,10,83,3,5,0,4,0,0,0,11,0,1,FW,Twente
Dennis Vos,NED,20.0,2003.0,6.0,3,364,0,0,0,0,0.1,0.1,0.1,10,21,17,4.0,5,0,2,1,2,2,5,3,2,4,2,8,0,238,278,3851,1353,120,127,103,118,11,26,0.2,2,14,2,1,1,0,8.5,0,278,256,22,3,0,1,7,19,0,0,0,0,238,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,311,25,118,134,60,4,311,2,1,1,193,1006,587,9,0,2,2,201,4,2,0,7,0,0,0,28,5,10,DF,Emmen
Derensili Fernandes,NED,21.0,2002.0,3.0,0,49,0,0,0,0,0.0,0.0,0.0,3,3,8,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,21,31,369,40,12,15,6,10,3,5,0.0,0,2,0,0,0,0,0.0,0,31,29,2,0,1,1,5,2,0,0,0,0,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36,0,2,6,28,0,36,2,0,2,23,196,114,2,0,0,2,29,2,0,0,5,0,0,0,4,0,1,"FW,DF",Utrecht
Deron Payne,NED,19.0,2004.0,3.0,1,111,0,0,0,0,0.0,0.0,0.0,0,3,4,1.2,7,5,5,0,2,4,5,1,1,1,0,2,0,37,49,661,237,17,20,16,22,4,7,0.0,0,1,0,0,0,0,0.0,0,49,35,14,0,0,0,0,14,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,5,22,23,22,0,67,5,2,2,23,135,54,0,0,0,0,22,0,1,0,0,0,0,0,11,0,0,DF,Volendam
Deroy Duarte,CPV,23.0,2000.0,26.0,17,1435,1,1,0,0,0.3,0.3,0.9,10,53,22,15.9,20,11,15,5,0,9,19,10,5,19,28,25,1,388,508,6713,1965,176,206,157,197,39,72,1.0,12,51,4,0,6,2,23.4,0,508,497,10,7,1,6,5,3,0,0,0,0,388,1,9,27,26,0,0,0,1,0,1,1,0,0,0,0,0,648,53,209,348,98,9,648,15,9,5,269,1227,462,7,3,7,5,298,8,8,0,5,0,0,0,94,17,20,MF,Fortuna Sittard
Derry Murkin,ENG,23.0,2000.0,32.0,32,2863,0,5,0,0,1.8,1.8,2.7,99,122,150,31.8,89,47,51,34,4,50,107,57,4,26,52,101,1,1018,1523,17181,6966,507,603,399,582,88,249,3.0,27,93,26,10,26,9,20.7,0,1523,1206,312,27,2,16,89,285,0,0,0,0,1018,5,46,71,45,7,7,5,3,4,6,5,0,0,0,1,0,1945,135,634,855,499,59,1945,78,37,36,882,6272,3364,73,29,46,20,908,28,23,0,89,0,1,0,224,42,44,DF,Volendam
Devyne Rensch,NED,19.0,2004.0,26.0,26,2029,3,1,0,0,1.9,1.9,1.0,32,142,142,22.5,55,36,22,19,14,29,40,11,2,25,37,18,2,1292,1498,21245,6105,629,692,550,606,86,118,2.5,13,114,35,4,13,3,16.7,0,1498,1328,166,33,1,5,23,133,0,0,0,0,1292,4,38,45,37,2,1,3,2,0,7,6,0,1,0,0,0,1699,43,418,781,509,55,1699,24,10,11,975,4184,2065,30,9,25,14,1118,19,24,1,23,0,0,0,126,20,14,DF,Ajax
Dimitris Siovas,GRE,33.0,1990.0,24.0,22,1908,1,0,0,0,1.1,1.1,0.7,12,56,8,21.2,21,15,16,4,1,14,22,8,20,15,44,121,1,745,939,15872,5236,191,226,439,490,105,198,0.8,9,50,7,2,13,4,9.1,0,939,911,26,25,0,3,4,1,0,0,0,0,745,2,6,16,13,1,0,1,1,0,1,0,0,0,0,1,0,1205,198,666,489,54,30,1205,7,2,5,561,3094,1688,11,1,8,7,661,9,3,1,4,1,0,0,114,66,24,DF,Fortuna Sittard
Dirk Abels,NED,25.0,1998.0,26.0,12,1326,1,2,0,0,0.3,0.3,1.1,18,43,30,14.7,23,11,17,5,1,15,25,10,18,8,16,59,0,556,688,10574,3949,211,232,267,304,66,121,1.4,12,38,9,3,10,2,27.2,0,688,589,99,15,0,0,22,83,1,1,0,0,556,0,13,30,19,6,0,1,3,1,4,3,0,0,0,1,0,847,111,377,353,121,7,847,10,4,4,440,2090,1209,11,2,6,1,473,5,12,0,22,0,0,1,72,16,16,DF,Sparta Rotterdam
Dirk Proper,NED,20.0,2003.0,32.0,32,2755,1,1,0,0,2.2,2.2,1.4,20,133,27,30.6,65,31,28,20,17,24,44,20,10,25,29,31,0,1238,1412,20435,5984,613,692,451,487,118,142,1.4,29,118,16,0,19,3,13.8,0,1412,1384,26,19,1,8,3,6,0,0,0,0,1238,2,16,63,58,0,4,1,0,0,4,3,0,1,0,0,0,1707,72,451,1015,258,45,1707,39,27,11,1026,4671,1882,21,5,44,15,1145,45,26,0,3,0,0,0,195,26,35,MF,NEC Nijmegen
Django Warmerdam,NED,26.0,1997.0,6.0,2,253,0,0,0,0,0.0,0.0,0.0,3,6,5,2.8,8,5,5,3,0,2,3,1,1,2,3,14,0,108,141,1819,625,55,61,40,52,10,20,0.1,0,6,1,1,0,0,0.0,0,141,110,31,3,0,1,6,28,0,0,0,0,108,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,16,68,86,25,1,179,2,0,2,68,361,152,1,0,2,6,79,1,3,0,6,0,0,0,21,2,6,DF,Utrecht
Djevencio van der Kust,NED,21.0,2002.0,8.0,7,578,0,0,0,0,0.3,0.3,1.0,11,14,33,6.4,16,8,11,4,1,13,18,5,1,11,8,17,0,207,269,3528,996,95,111,95,123,14,25,1.2,8,13,7,5,3,0,12.1,0,269,227,42,5,0,0,27,36,1,0,0,1,207,0,5,15,13,2,0,0,0,0,1,1,0,0,0,0,0,351,18,105,148,101,11,351,7,1,4,178,1055,517,12,0,10,6,198,4,5,0,27,0,0,0,24,4,4,DF,Utrecht
